"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Jan",4,"Friday","Chevrolet","Urban","Wednesday","Jan",4,"Female","Single",37,"Third Party","Sedan - Liability","Sport","more than 69000",0,163,5,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Jan",4,"Friday","Toyota","Urban","Thursday","Jan",4,"Male","Married",43,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,164,3,400,3,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",2,"Wednesday","Toyota","Urban","Monday","Jan",4,"Female","Married",32,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,165,14,400,1,"more than 30","more than 30","more than 4","4 years","31 to 35","No","No","External","1 to 2","no change","3 to 4",1994,"Collision"
"Jan",2,"Thursday","Toyota","Urban","Thursday","Jan",2,"Male","Married",57,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,166,4,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Friday","Honda","Urban","Monday","Jan",3,"Male","Married",65,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,167,8,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",2,"Saturday","Toyota","Urban","Monday","Oct",2,"Female","Single",27,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,168,12,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"May",4,"Friday","Nisson","Rural","Wednesday","Jul",2,"Male","Married",42,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,169,6,400,4,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"May",3,"Thursday","Honda","Urban","Monday","May",4,"Male","Married",57,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,170,7,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Mar",4,"Friday","Pontiac","Urban","Wednesday","Mar",5,"Male","Single",32,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,171,2,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Saturday","Mazda","Urban","Monday","Mar",3,"Male","Single",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,172,7,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Feb",2,"Monday","VW","Urban","Tuesday","Feb",4,"Male","Married",36,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,173,2,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Monday","Toyota","Urban","Monday","Feb",2,"Male","Single",28,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,174,2,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Feb",1,"Monday","Honda","Urban","Tuesday","Feb",2,"Female","Single",32,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,175,14,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Feb",1,"Sunday","Chevrolet","Urban","Thursday","Feb",2,"Male","Single",33,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,176,1,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Tuesday","Saab","Urban","Wednesday","Feb",2,"Male","Married",37,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,177,1,400,2,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",5,"Tuesday","Honda","Urban","Wednesday","Feb",1,"Female","Single",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,178,16,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Sunday","Chevrolet","Urban","Wednesday","Jan",3,"Male","Married",53,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,179,5,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Saturday","Mercury","Rural","Tuesday","Jan",3,"Male","Married",53,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,180,12,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Monday","Ford","Urban","Tuesday","Jan",3,"Male","Married",74,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,181,8,400,4,"more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jun",3,"Tuesday","Pontiac","Urban","Thursday","Jul",4,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,182,3,400,2,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",2,"Thursday","Mazda","Urban","Friday","Jun",2,"Male","Single",27,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,183,3,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","1 year","1 vehicle",1994,"All Perils"
"Dec",2,"Sunday","Toyota","Urban","Tuesday","Feb",1,"Male","Married",48,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,184,7,400,1,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Sunday","Chevrolet","Urban","Tuesday","Jan",1,"Female","Single",55,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,185,2,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Sunday","Pontiac","Urban","Wednesday","Jan",1,"Male","Married",48,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,186,10,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Monday","Honda","Urban","Wednesday","Jan",2,"Male","Single",0,"Third Party","Sedan - Liability","Sport","more than 69000",0,187,8,400,4,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",5,"Thursday","Pontiac","Urban","Friday","Jan",2,"Male","Married",54,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,188,10,400,4,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",1,"Saturday","Chevrolet","Urban","Monday","Jan",1,"Male","Married",36,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,189,14,400,1,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Dec",2,"Monday","Mazda","Urban","Monday","Jan",1,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,190,10,400,2,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Dec",5,"Friday","Mazda","Urban","Tuesday","Jan",1,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,191,1,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Feb",4,"Tuesday","Toyota","Urban","Wednesday","Feb",4,"Male","Married",48,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,192,6,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Tuesday","Chevrolet","Urban","Monday","Jan",2,"Male","Married",26,"Policy Holder","Utility - All Perils","Utility","more than 69000",1,193,14,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Feb",2,"Sunday","Toyota","Urban","Monday","Feb",3,"Female","Married",43,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,194,1,400,3,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",3,"Thursday","Honda","Urban","Monday","Jan",1,"Male","Married",39,"Policy Holder","Sport - Collision","Sport","more than 69000",1,195,13,400,3,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",1,"Friday","Chevrolet","Urban","Wednesday","Feb",2,"Male","Married",49,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,196,4,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Saturday","Honda","Urban","Monday","Oct",3,"Male","Married",37,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,197,14,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",1,"Wednesday","Mazda","Urban","Thursday","Sep",2,"Male","Married",36,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,198,1,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Sunday","Pontiac","Urban","Friday","Mar",2,"Female","Married",52,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,199,4,400,4,"more than 30","more than 30","2 to 4","6 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Saturday","Pontiac","Urban","Monday","Jan",2,"Male","Married",29,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,200,16,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Friday","Mazda","Urban","Monday","Jan",1,"Male","Married",38,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,201,10,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",4,"Monday","Mazda","Urban","Tuesday","Jan",1,"Male","Single",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,202,2,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",4,"Monday","Honda","Rural","Friday","Jan",2,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,203,14,400,3,"more than 30","more than 30","2 to 4","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Sep",1,"Monday","Honda","Rural","Tuesday","Sep",1,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,204,6,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",3,"Friday","Pontiac","Urban","Tuesday","Jan",3,"Male","Married",41,"Third Party","Sedan - All Perils","Sedan","less than 20000",1,205,16,500,3,"none","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","2 to 3 years","1 vehicle",1994,"All Perils"
"Apr",4,"Saturday","Pontiac","Urban","Tuesday","May",1,"Male","Married",64,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,206,15,400,3,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","no change","3 to 4",1994,"Collision"
"Dec",3,"Saturday","Pontiac","Urban","Monday","Jan",2,"Male","Married",27,"Policy Holder","Sedan - Collision","Sedan","more than 69000",1,207,11,400,4,"more than 30","more than 30","2 to 4","4 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Sep",5,"Friday","Mazda","Urban","Monday","Oct",1,"Male","Single",25,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,208,5,400,4,"more than 30","more than 30","2 to 4","5 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Oct",1,"Saturday","Toyota","Urban","Tuesday","Oct",2,"Male","Single",21,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,209,5,400,2,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",4,"Tuesday","Pontiac","Rural","Wednesday","Mar",3,"Male","Married",31,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,210,16,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",3,"Monday","Pontiac","Urban","Monday","Apr",3,"Male","Single",39,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,211,3,400,1,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","more than 5","4 to 8 years","2 vehicles",1994,"Collision"
"Feb",4,"Wednesday","Honda","Rural","Monday","Feb",5,"Female","Married",37,"Third Party","Sedan - All Perils","Sedan","less than 20000",0,212,1,400,1,"more than 30","more than 30","none","5 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Feb",3,"Monday","Accura","Urban","Tuesday","Feb",3,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,213,11,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Aug",2,"Thursday","Pontiac","Urban","Wednesday","Aug",3,"Male","Married",37,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,214,16,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Saturday","Mazda","Rural","Monday","Jun",4,"Male","Married",28,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,215,7,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jun",1,"Friday","Chevrolet","Urban","Monday","Sep",2,"Male","Married",57,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,216,12,400,1,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",1,"Friday","Toyota","Urban","Tuesday","Jun",3,"Male","Married",61,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,217,9,400,2,"15 to 30","more than 30","none","more than 7","51 to 65","Yes","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Tuesday","Mazda","Urban","Tuesday","Jan",5,"Male","Married",69,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,218,3,700,4,"more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Jan",5,"Tuesday","Honda","Urban","Thursday","Feb",2,"Male","Married",67,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,219,11,400,1,"more than 30","more than 30","1","more than 7","over 65","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Feb",1,"Thursday","Chevrolet","Urban","Monday","Feb",1,"Male","Married",52,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,220,1,400,4,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jul",4,"Monday","Toyota","Urban","Thursday","Sep",1,"Male","Single",23,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,221,15,400,1,"more than 30","more than 30","2 to 4","6 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jun",4,"Wednesday","Pontiac","Urban","Friday","Jun",4,"Male","Married",38,"Policy Holder","Sedan - Liability","Sport","less than 20000",0,222,2,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",2,"Monday","Toyota","Urban","Wednesday","Jan",2,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,223,13,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",2,"Monday","Honda","Urban","Tuesday","Jan",2,"Male","Married",26,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,224,9,400,2,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",2,"Monday","Toyota","Urban","Tuesday","Jan",2,"Male","Married",57,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,225,4,400,1,"more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",3,"Monday","Pontiac","Urban","Monday","Nov",3,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,226,2,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",3,"Tuesday","Saab","Urban","Wednesday","Oct",4,"Male","Married",26,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,227,5,400,2,"15 to 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","more than 8",1994,"Collision"
"Oct",3,"Tuesday","VW","Urban","Tuesday","Oct",5,"Female","Single",30,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,228,14,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Dec",4,"Thursday","Pontiac","Rural","Wednesday","Jan",1,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,229,1,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Oct",4,"Wednesday","Pontiac","Urban","Thursday","Oct",4,"Male","Married",65,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,230,14,400,4,"more than 30","more than 30","more than 4","7 years","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jun",2,"Monday","Pontiac","Urban","Thursday","Jun",4,"Male","Married",33,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,231,13,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Apr",2,"Friday","Mazda","Urban","Friday","Apr",2,"Male","Married",44,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,232,10,400,2,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Dec",4,"Thursday","Chevrolet","Urban","Monday","Jan",1,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,233,12,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",5,"Tuesday","VW","Urban","Tuesday","Apr",1,"Male","Married",32,"Third Party","Sedan - Collision","Sedan","more than 69000",0,234,5,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Mar",4,"Thursday","Mercury","Urban","Friday","Mar",4,"Male","Married",29,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,235,16,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Thursday","Chevrolet","Urban","Tuesday","Jan",2,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",1,236,16,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Wednesday","Pontiac","Rural","Thursday","Mar",1,"Female","Single",37,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,237,3,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","Yes","External","more than 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Thursday","Pontiac","Urban","Friday","Mar",1,"Male","Married",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,238,11,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Monday","Pontiac","Urban","Saturday","Jan",4,"Male","Married",54,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,239,7,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Monday","Mazda","Urban","Tuesday","Jan",3,"Male","Single",26,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,240,5,400,4,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jan",3,"Sunday","Chevrolet","Urban","Tuesday","Jan",3,"Male","Single",32,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,241,16,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Jan",3,"Saturday","Mazda","Urban","Monday","Jan",3,"Female","Single",25,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,242,1,400,3,"more than 30","more than 30","2 to 4","4 years","26 to 30","No","No","External","1 to 2","under 6 months","1 vehicle",1994,"Liability"
"Aug",3,"Wednesday","Mazda","Urban","Wednesday","Jan",3,"Female","Single",23,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,243,12,400,3,"more than 30","more than 30","more than 4","5 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Aug",4,"Monday","Honda","Urban","Thursday","Mar",3,"Male","Single",0,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,244,7,400,1,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",3,"Saturday","Pontiac","Urban","Monday","Mar",4,"Male","Single",31,"Third Party","Sedan - Collision","Sedan","less than 20000",0,245,9,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Dec",4,"Friday","Honda","Urban","Tuesday","Jan",1,"Male","Single",0,"Third Party","Sedan - Collision","Sedan","more than 69000",0,246,3,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",3,"Thursday","Ford","Urban","Tuesday","Feb",5,"Male","Married",42,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,247,14,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","3 to 5","no change","3 to 4",1994,"All Perils"
"Feb",3,"Thursday","Accura","Rural","Friday","Feb",3,"Male","Married",42,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,248,11,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",3,"Friday","Toyota","Urban","Monday","Feb",3,"Male","Single",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,249,16,700,2,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Wednesday","Accura","Urban","Thursday","Feb",2,"Male","Married",51,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,250,1,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Monday","Honda","Urban","Tuesday","Jan",3,"Male","Single",19,"Third Party","Sport - Collision","Sport","more than 69000",0,251,12,400,4,"more than 30","more than 30","2 to 4","3 years","21 to 25","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Monday","Pontiac","Urban","Tuesday","Jan",4,"Male","Married",26,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,252,10,400,1,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Monday","Pontiac","Urban","Monday","Jan",4,"Male","Single",29,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,253,3,400,2,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"Jan",3,"Wednesday","Pontiac","Urban","Thursday","Jan",3,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,254,15,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",5,"Friday","Mazda","Urban","Tuesday","Jan",1,"Male","Married",29,"Third Party","Sport - Collision","Sport","more than 69000",0,255,12,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Dec",5,"Friday","Pontiac","Urban","Monday","Jan",1,"Male","Single",44,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,256,9,500,2,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","2 to 3 years","1 vehicle",1994,"Liability"
"Dec",5,"Saturday","VW","Urban","Wednesday","Jan",1,"Male","Married",49,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,257,5,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Dec",5,"Saturday","Toyota","Urban","Tuesday","Jan",1,"Female","Married",47,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,258,12,400,1,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Aug",3,"Thursday","Mazda","Urban","Thursday","Aug",3,"Male","Married",50,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,259,16,400,3,"more than 30","more than 30","1","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",5,"Tuesday","Pontiac","Urban","Tuesday","Jun",5,"Male","Married",50,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,260,10,400,2,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Jun",1,"Friday","Pontiac","Urban","Friday","Jun",1,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,261,9,400,2,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",2,"Sunday","Accura","Urban","Monday","May",2,"Male","Married",42,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,262,1,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",5,"Thursday","Pontiac","Urban","Friday","Apr",5,"Male","Married",49,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,263,3,400,1,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
